player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position,player_stats_url,Age
Noël Atom,Germany,Left,2005-01-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Germany,Brighton and Hove Albion,Defender,https://www.premierleague.com/en/players/549014/noel-atom/stats,20
Brandon Austin,England,Right,1999-01-08,0,0,0.0,27,67,13,31,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/214572.png,England,Tottenham Hotspur,Goalkeeper,https://www.premierleague.com/en/players/214572/brandon-austin/stats,26
Taiwo Awoniyi,Nigeria,Right,1997-08-12,26,23,0.12,94,65,4,25,400,33,6,0,0,0,0,2.12,23,14,0,4,0,0,9,44,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/210156.png,Nigeria,Nottingham Forest,Forward,https://www.premierleague.com/en/players/210156/taiwo-awoniyi/stats,28
Yasin Ayari,Sweden,Right,2003-10-06,34,12,2.64,900,85,37,32,1966,119,59,20,6,0,4,2.44,48,16,1,9,22,27,36,50,37,2,1,3,3,37,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/509416.png,Sweden,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/509416/yasin-ayari/stats,21
Jordan Ayew,Ghana,Right,1991-09-11,31,12,0.01,483,80,26,35,1664,151,28,12,2,0,6,0.46,58,40,0,0,32,22,58,45,31,5,0,7,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/80146.png,Ghana,Leicester City,Forward,https://www.premierleague.com/en/players/80146/jordan-ayew/stats,33
Leon Ayinde,Ireland,Right,2004-09-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Ipswich Town,Midfielder,https://www.premierleague.com/en/players/613041/leon-ayinde/stats,20
Rayan Aït-Nouri,Algeria,Left,2001-06-06,0,0,4.0,1377,87,65,32,3127,220,89,26,6,1,5,2.69,104,22,7,20,63,22,119,53,30,4,1,6,4,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/448514.png,Algeria,Wolverhampton Wanderers,Defender,https://www.premierleague.com/en/players/448514/rayan-ait-nouri/stats,24
Benoît Badiashile,France,Left,2001-03-26,5,2,0.08,303,90,22,59,333,19,9,6,2,0,0,0.0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/242880.png,France,Chelsea,Defender,https://www.premierleague.com/en/players/242880/benoit-badiashile/stats,24
Elkan Baggott,Indonesia,Left,2002-10-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Indonesia,Ipswich Town,Defender,https://www.premierleague.com/en/players/517178/elkan-baggott/stats,22
Leon Bailey,Jamaica,Left,1997-08-09,24,10,2.95,352,78,21,67,1143,53,7,3,0,0,3,1.73,74,6,2,13,25,8,46,48,12,1,3,3,0,17,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/215711.png,Jamaica,Aston Villa,Midfielder,https://www.premierleague.com/en/players/215711/leon-bailey/stats,28
Stefan Bajcetic,Spain,Right,2004-10-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/535928.png,Spain,Liverpool,Midfielder,https://www.premierleague.com/en/players/535928/stefan-bajcetic/stats,20
Benicio Baker-Boaitey,England,Right,2004-01-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/475480.png,England,Brighton and Hove Albion,Forward,https://www.premierleague.com/en/players/475480/benicio-baker-boaitey/stats,21
Ellery Balcombe,England,Right,1999-10-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/235448.png,England,Brentford,Goalkeeper,https://www.premierleague.com/en/players/235448/ellery-balcombe/stats,25
Carlos Baleba,Cameroon,Left,2004-01-03,34,3,1.21,1300,88,112,58,2670,199,79,46,11,1,6,3.08,14,39,1,4,9,33,53,62,40,3,1,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/535301.png,Cameroon,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/535301/carlos-baleba/stats,21
Dominic Ball,England,Right,1995-08-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Ipswich Town,Defender,https://www.premierleague.com/en/players/153775/dominic-ball/stats,30
Dom Ballard,England,Right,2005-04-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Southampton,Forward,https://www.premierleague.com/en/players/494543/dom-ballard/stats,20
Emilio Ballard-Matthews,England,Both,2008-08-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/631101/emilio-ballard-matthews/stats,17
Fodé Ballo-Touré,Senegal,Left,1997-01-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/225897.png,Senegal,Fulham,Defender,https://www.premierleague.com/en/players/225897/fode-ballo-toure/stats,28
Shandon Baptiste,Grenada,Right,1998-04-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/432160.png,Grenada,Brentford,Midfielder,https://www.premierleague.com/en/players/432160/shandon-baptiste/stats,27
Ricardo Pereira,Portugal,Right,1993-10-06,10,6,0.08,210,83,13,77,385,31,13,4,3,0,1,0.09,5,4,0,0,0,0,8,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/111931.png,Portugal,Leicester City,Defender,https://www.premierleague.com/en/players/111931/ricardo-pereira/stats,31
Valentín Barco,Argentina,Left,2004-07-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/543158.png,Argentina,Brighton and Hove Albion,Defender,https://www.premierleague.com/en/players/543158/valentin-barco/stats,21
Owen Barker,England,Right,2005-02-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Everton,Midfielder,https://www.premierleague.com/en/players/491552/owen-barker/stats,20
Ross Barkley,England,Right,1993-12-05,20,17,0.43,392,86,16,56,569,35,14,10,3,0,3,1.76,19,6,1,4,0,0,16,75,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/88894.png,England,Aston Villa,Midfielder,https://www.premierleague.com/en/players/88894/ross-barkley/stats,31
Harvey Barnes,England,Right,1997-12-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/201666.png,England,Newcastle United,Midfielder,https://www.premierleague.com/en/players/201666/harvey-barnes/stats,27
Ty Barnett,England,Right,2005-08-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/490095/ty-barnett/stats,20
Enzo Barrenechea,Argentina,Left,2001-05-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/491287.png,Argentina,Aston Villa,Midfielder,https://www.premierleague.com/en/players/491287/enzo-barrenechea/stats,24
Luca Barrington,England,Right,2004-12-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brighton and Hove Albion,Forward,https://www.premierleague.com/en/players/500052/luca-barrington/stats,20
Calvin Bassey,Nigeria,Left,1999-12-31,35,1,0.44,2137,90,183,49,3074,144,54,20,17,0,7,1.02,19,44,0,4,8,13,26,58,26,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232892.png,Nigeria,Fulham,Defender,https://www.premierleague.com/en/players/232892/calvin-bassey/stats,25
Callum Bates,England,Right,2005-09-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Everton,Midfielder,https://www.premierleague.com/en/players/547801/callum-bates/stats,19
Stevie Bausor,England,Right,2005-05-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Leicester City,Goalkeeper,https://www.premierleague.com/en/players/604736/stevie-bausor/stats,20
Altay Bayindir,Turkey,Right,1998-04-14,0,0,0.0,140,57,77,27,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,1,8,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/451302.png,Turkey,Manchester United,Goalkeeper,https://www.premierleague.com/en/players/451302/altay-bayindir/stats,27
Gavin Bazunu,Ireland,Right,2002-02-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/456350.png,Ireland,Southampton,Goalkeeper,https://www.premierleague.com/en/players/456350/gavin-bazunu/stats,23
Eddie Beach,Wales,Right,2003-10-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/474803.png,Wales,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/474803/eddie-beach/stats,21
Owen Beck,Wales,Left,2002-08-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/430992.png,Wales,Liverpool,Defender,https://www.premierleague.com/en/players/430992/owen-beck/stats,23
Alisson Becker,Brazil,Right,1992-10-02,0,0,0.0,829,81,240,36,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,9,78,1,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/116535.png,Brazil,Liverpool,Goalkeeper,https://www.premierleague.com/en/players/116535/alisson-becker/stats,32
Jan Bednarek,Poland,Right,1996-04-12,0,0,0.85,1683,93,104,59,2535,123,36,56,36,0,7,0.65,15,72,0,2,0,0,0,0,31,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/171771.png,Poland,Southampton,Defender,https://www.premierleague.com/en/players/171771/jan-bednarek/stats,29
Asmir Begovic,Bosnia & Herzegovina,Right,1987-06-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/40349.png,Bosnia & Herzegovina,Everton,Goalkeeper,https://www.premierleague.com/en/players/40349/asmir-begovic/stats,38
Armel Bella-Kotchap,Germany,Right,2001-12-11,4,2,0.02,223,91,18,39,329,15,7,5,2,0,0,0.32,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/477386.png,Germany,Southampton,Defender,https://www.premierleague.com/en/players/477386/armel-bella-kotchap/stats,23
Jean-Ricner Bellegarde,France,Right,1998-06-27,35,15,2.75,551,83,28,50,1681,110,39,10,3,0,3,1.53,50,10,7,4,38,29,45,31,31,2,0,1,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/231057.png,France,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/231057/jean-ricner-bellegarde/stats,27
Steven Benda,Germany,Right,1998-10-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/428971.png,Germany,Fulham,Goalkeeper,https://www.premierleague.com/en/players/428971/steven-benda/stats,26
Lewys Benjamin,Wales,Right,2006-11-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Wales,Wolverhampton Wanderers,Goalkeeper,https://www.premierleague.com/en/players/606797/lewys-benjamin/stats,18
Rhys Bennett,England,Right,2003-10-30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Defender,https://www.premierleague.com/en/players/515500/rhys-bennett/stats,21
Saïd Benrahma,Algeria,Right,1995-08-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/172841.png,Algeria,West Ham United,Forward,https://www.premierleague.com/en/players/172841/said-benrahma/stats,30
Rodrigo Bentancur,Uruguay,Right,1997-06-25,26,5,1.0,1068,88,39,59,1653,95,40,40,8,0,9,1.33,26,36,0,8,4,50,17,53,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/202993.png,Uruguay,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/202993/rodrigo-bentancur/stats,28
Dan Bentley,England,Right,1993-07-13,0,0,0.0,59,73,25,36,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,8,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/79602.png,England,Wolverhampton Wanderers,Goalkeeper,https://www.premierleague.com/en/players/79602/dan-bentley/stats,32
Sander Berge,Norway,Right,1998-02-14,31,5,0.63,1189,92,85,69,2227,99,50,21,8,0,6,0.35,14,28,0,2,0,0,17,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/207189.png,Norway,Fulham,Midfielder,https://www.premierleague.com/en/players/207189/sander-berge/stats,27
Lucas Bergström,Finland,Right,2002-09-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/482158.png,Finland,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/482158/lucas-bergstrom/stats,23
Lucas Bergvall,Sweden,Right,2006-02-02,27,16,0.82,688,89,43,67,1206,86,39,24,8,0,3,0.7,23,9,1,7,11,27,41,51,20,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/570526.png,Sweden,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/570526/lucas-bergvall/stats,19
Marcus Bettinelli,England,Right,1992-05-24,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/122074.png,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/122074/marcus-bettinelli/stats,33
Mika Biereth,Denmark,Right,2003-02-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Arsenal,Forward,https://www.premierleague.com/en/players/444880/mika-biereth/stats,22
Philip Billing,Denmark,Left,1996-06-11,10,9,0.95,90,74,6,33,176,23,14,5,0,0,1,0.56,12,6,0,2,4,50,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Bournemouth,Midfielder,https://www.premierleague.com/en/players/168991/philip-billing/stats,29
Yves Bissouma,Mali,Right,1996-08-30,28,12,0.63,846,89,43,47,1405,81,49,18,6,0,7,0.63,5,7,0,0,2,50,22,32,28,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/227127.png,Mali,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/227127/yves-bissouma/stats,29
Leo Black,England,Right,2006-02-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Tottenham Hotspur,Forward,https://www.premierleague.com/en/players/499722/leo-black/stats,19
Harvey Blair,England,Right,2003-09-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Forward,https://www.premierleague.com/en/players/466937/harvey-blair/stats,21
Malachi Boateng,England,Right,2002-07-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461377.png,England,Crystal Palace,Midfielder,https://www.premierleague.com/en/players/461377/malachi-boateng/stats,23
Oscar Bobb,Norway,Left,2003-07-12,3,3,0.02,15,87,0,0,14,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/477555.png,Norway,Manchester City,Midfielder,https://www.premierleague.com/en/players/477555/oscar-bobb/stats,22
Lamare Bogarde,Netherlands,Right,2004-01-05,8,3,0.13,253,88,9,33,475,33,14,1,3,0,2,0.04,4,6,0,0,0,0,3,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/515597.png,Netherlands,Aston Villa,Defender,https://www.premierleague.com/en/players/515597/lamare-bogarde/stats,21
Bendegúz Bolla,Hungary,Right,1999-11-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Hungary,Wolverhampton Wanderers,Defender,https://www.premierleague.com/en/players/431960/bendeguz-bolla/stats,25
Willy-Arnaud Boly,Cote d’Ivoire,Right,1991-02-03,6,5,0.0,70,79,14,36,146,12,6,3,2,0,1,0.07,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/90585.png,Cote d’Ivoire,Nottingham Forest,Defender,https://www.premierleague.com/en/players/90585/willy-arnaud-boly/stats,34
Somto Boniface,England,Left,2006-03-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Ipswich Town,Defender,https://www.premierleague.com/en/players/547693/somto-boniface/stats,19
Beau Booth,England,Right,2005-12-17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brentford,Midfielder,https://www.premierleague.com/en/players/549130/beau-booth/stats,19
Ângelo,Brazil,Left,2004-12-21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/518620.png,Brazil,Chelsea,Forward,https://www.premierleague.com/en/players/518620/angelo/stats,20
Bruno Fernandes,Portugal,Right,1994-09-08,36,1,7.98,2020,82,265,61,3024,174,84,26,6,2,3,9.95,82,23,10,16,85,13,61,46,32,8,3,2,36,91,0,12,12,0,0,0,0,0,0,0,3,3,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/141746.png,Portugal,Manchester United,Midfielder,https://www.premierleague.com/en/players/141746/bruno-fernandes/stats,30
Willian,Brazil,Right,1988-08-09,10,8,0.71,189,89,9,78,253,6,4,1,0,0,0,0.28,7,1,0,0,8,38,5,20,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/47431.png,Brazil,Fulham,Forward,https://www.premierleague.com/en/players/47431/willian/stats,37
Aidan Borland,Scotland,Left,2007-04-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Scotland,Aston Villa,Midfielder,https://www.premierleague.com/en/players/576767/aidan-borland/stats,18
Alex Borto,United States,Right,2003-11-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,United States,Fulham,Goalkeeper,https://www.premierleague.com/en/players/468682/alex-borto/stats,21
Sven Botman,Netherlands,Left,2000-01-12,8,2,0.23,245,89,14,50,414,34,12,5,4,0,1,0.59,11,17,0,5,0,0,2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220237.png,Netherlands,Newcastle United,Defender,https://www.premierleague.com/en/players/220237/sven-botman/stats,25
Jarrod Bowen,England,Left,1996-12-20,0,0,6.47,700,79,25,76,2979,148,41,16,4,0,1,8.65,183,12,8,37,60,17,120,37,20,13,1,10,15,44,34,1,1,0,0,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/178186.png,England,West Ham United,Forward,https://www.premierleague.com/en/players/178186/jarrod-bowen/stats,28
